UID,Taxon,Abundance,taxon_revised,taxon_lumped,taxon_lumped2,taxon_lumped3,non.alga.flag,motile_sessile,Notes,kelp_fucoid_turf,littler_groups,new_cat,new_cat_simple1,new_cat_simple2,new_cat_simple3,funct_Sep2020,funct_2021,flag
North Beach HIGH 2013 2,Hildenbrandia sp.,40,Hildenbrandia sp.,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 2,Katharina tunicata,1,Katharina tunicata,Katharina tunicata,Katharina tunicata,Katharina tunicata,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 2,Littorina sp.,1,Littorina sp.,Littorina sp.,Littorina sp.,Littorina sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 2,Mastocarpus intermedius,3,Mastocarpus intermedius,Mastocarpus intermedius,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 2,Mazzaella oregona,0.5,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Algae,sessile,NA,blade,thick leathery,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 2,Microcladia borealis,2,Microcladia borealis,Microcladia borealis,Microcladia borealis,Microcladia borealis,Algae,sessile,NA,red turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 2,Petrocelis,25,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 2,Pisaster ochraceus,1,Pisaster ochraceus,Pisaster ochraceus,Pisaster ochraceus,Pisaster ochraceus,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 2,Plocamium violaceum,8,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 2,Pyropia abbottiae,20,Pyropia abbottiae,Pyropia abbottiae,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 2,Pyropia fucicola,2,Pyropia fucicola,Pyropia fucicola,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 2,Pyropia perforata,2,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 2,Savoiea robusta,3,Savoiea robusta,Savoiea robusta,Savoiea robusta,Savoiea robusta,Algae,sessile,added in 2019,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 2,Ulva lactuca,0.5,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2013 2,Wildmania norrisii,4,Wildmania norrisii,Wildmania norrisii,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 3,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 3,Bossiella frondifera,3,Bossiella frondifera,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
North Beach HIGH 2013 3,Cladophora columbiana,2,Cladophora columbiana,Cladophora columbiana,Cladophora columbiana,Cladophora columbiana,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 3,Corallina vancouveriensis,2,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
North Beach HIGH 2013 3,Endocladia muricata,0.5,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 3,Fucus distichus,29,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2013 3,Halosaccion glandiforme,0.5,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 3,Hildenbrandia occidentalis,34,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 3,Lithothamnion phymatodeum,0.5,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Algae,sessile,NA,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
North Beach HIGH 2013 3,Mastocarpus agardhii,1,Mastocarpus agardhii,Mastocarpus agardhii,Mastocarpus,Mastocarpus,Algae,sessile,"M. agardhii is distinct from others, but we will have to do something with these!!",red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 3,Mastocarpus alaskensis,1,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 3,Melanosiphon intestinalis,1,Melanosiphon intestinalis,Melanosiphon intestinalis,Melanosiphon intestinalis,Melanosiphon intestinalis,Algae,sessile,NA,brown turf,sheet,brown turf,brown turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 3,Petrocelis,12,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 3,Pyropia abbottiae,2,Pyropia abbottiae,Pyropia abbottiae,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 3,Pyropia perforata,28,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 3,Ulva lactuca,0.5,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2013 3,Wildmania norrisii,22,Wildmania norrisii,Wildmania norrisii,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 4,bare rock,35,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 4,Endocladia muricata,0.5,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 4,Fucus distichus,30,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2013 4,Gloiopeltis furcata,0.5,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 4,Hildenbrandia occidentalis,6,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 4,Petrocelis,40,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 4,Pyropia abbottiae,1,Pyropia abbottiae,Pyropia abbottiae,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 4,Pyropia perforata,2,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 5,Anthopleura elegantissima,1,Anthopleura elegantissima,Anthopleura sp.,Anemone,Anemone,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 5,bare rock,20,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 5,Barnacle,10,Barnacle,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 5,Chamberlainium tumidum,0.5,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
North Beach HIGH 2013 5,Endocladia muricata,2,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 5,Farlowia mollis,0.5,Farlowia mollis,Farlowia mollis,Farlowia mollis,Farlowia mollis,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 5,Gloiopeltis furcata,85,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 5,Hildenbrandia sp.,3,Hildenbrandia sp.,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 5,Limpet,1,Limpet,Limpet,Limpet,Limpet,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 5,Mastocarpus intermedius,4,Mastocarpus intermedius,Mastocarpus intermedius,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 5,Petrocelis,60,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 5,Pyropia abbottiae,7,Pyropia abbottiae,Pyropia abbottiae,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 5,Pyropia perforata,10,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 5,Wildmania norrisii,2,Wildmania norrisii,Wildmania norrisii,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 6,Acrosiphonia coalita,4,Acrosiphonia coalita,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 6,bare rock,5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 6,Bossiella sp.2 chiloensis,4,Bossiella sp.2 chiloensis,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
North Beach HIGH 2013 6,Chamberlainium tumidum,8,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
North Beach HIGH 2013 6,Corallina vancouveriensis,20,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
North Beach HIGH 2013 6,Cryptosiphonia woodii,2,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 6,Elachista fucicola,4,Elachista fucicola,Elachista fucicola,Elachista fucicola,Elachista fucicola,Algae,sessile,NA,filament,filament,filament,filament,filament,filament,thin_turf,thin_turf,NA
North Beach HIGH 2013 6,Fucus distichus,45,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2013 6,Halosaccion glandiforme,3,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 6,Hildenbrandia occidentalis,15,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 6,Mastocarpus alaskensis,5,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 6,Mazzaella oregona,3,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Algae,sessile,NA,blade,thick leathery,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 6,Microcladia borealis,2,Microcladia borealis,Microcladia borealis,Microcladia borealis,Microcladia borealis,Algae,sessile,NA,red turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 6,Neopolyporolithon reclinatum,0.5,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Algae,sessile,NA,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
North Beach HIGH 2013 6,Pyropia perforata,3,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 6,Ulva lactuca,10,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2013 7,Acrosiphonia coalita,0.5,Acrosiphonia coalita,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 7,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 7,Barnacle,1,Barnacle,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 7,Chamberlainium tumidum,0.5,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
North Beach HIGH 2013 7,Endocladia muricata,1,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 7,Gloiopeltis furcata,55,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
North Beach HIGH 2013 7,Hildenbrandia rubra,6,Hildenbrandia rubra,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 7,Limpet,1,Limpet,Limpet,Limpet,Limpet,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 7,Mazzaella oregona,0.5,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Algae,sessile,NA,blade,thick leathery,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 7,Petrocelis,80,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 7,Pyropia abbottiae,4,Pyropia abbottiae,Pyropia abbottiae,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 7,Pyropia perforata,25,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 7,Ulva lactuca,0.5,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2013 8,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 8,Barnacle,30,Barnacle,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 8,Fucus distichus,35,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2013 8,Odonthalia floccosa,68,Odonthalia floccosa,Odonthalia floccosa,Odonthalia floccosa,Odonthalia floccosa,Algae,sessile,These are distinct,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 8,Pyropia abbottiae,43,Pyropia abbottiae,Pyropia abbottiae,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 8,Pyropia perforata,5,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 8,Ulva lactuca,0.5,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2013 9,bare rock,9,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 9,Barnacle,70,Barnacle,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2013 9,Fucus distichus,34,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2013 9,Hildenbrandia occidentalis,10,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 9,Mastocarpus alaskensis,0.5,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
North Beach HIGH 2013 9,Petrocelis,20,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2013 9,Pyropia abbottiae,2,Pyropia abbottiae,Pyropia abbottiae,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 9,Pyropia perforata,40,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2013 9,Ulva lactuca,8,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
North Beach HIGH 2013 9,Wildmania norrisii,1,Wildmania norrisii,Wildmania norrisii,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2014 1,bare rock,52,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2014 1,Chthamalus dalli,28,Chthamalus dalli,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2014 1,Fucus distichus,7,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2014 1,Hildenbrandia occidentalis,8,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2014 1,Hildenbrandia rubra,2,Hildenbrandia rubra,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
North Beach HIGH 2014 1,Limpet,4,Limpet,Limpet,Limpet,Limpet,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2014 1,Littorina sp.,1,Littorina sp.,Littorina sp.,Littorina sp.,Littorina sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2014 1,Pyropia perforata,2,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2014 1,Wildmania norrisii,23,Wildmania norrisii,Wildmania norrisii,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
North Beach HIGH 2014 10,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Beach HIGH 2014 10,Fucus distichus,3,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
North Beach HIGH 2014 10,Hildenbrandia rubra,2,Hildenbrandia rubra,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
