UID,Taxon,Abundance
North Beach LOW 2016 10,Odonthalia floccosa,40
North Beach LOW 2016 10,Petrocelis,0.5
North Beach LOW 2016 10,Peyssonnelia sp.,7
North Beach LOW 2016 10,Polysiphonia sp.,0.5
North Beach LOW 2016 10,Prionitis sternbergii,1
North Beach LOW 2016 10,Tonicella sp.,1
North Beach LOW 2016 10,Ulva lactuca,0.5
North Beach LOW 2016 2,bare rock,8
North Beach LOW 2016 2,Bossiella dichotoma,1
North Beach LOW 2016 2,Bossiella frondifera,8
North Beach LOW 2016 2,Bossiella reptans,2
North Beach LOW 2016 2,Bryozoan,30
North Beach LOW 2016 2,Chamberlainium tumidum,4
North Beach LOW 2016 2,Corallina sp.,2
North Beach LOW 2016 2,coralline crust,0.5
North Beach LOW 2016 2,Hedophyllum sessile,17
North Beach LOW 2016 2,Hildenbrandia rubra,1
North Beach LOW 2016 2,Hymenena sp.,2
North Beach LOW 2016 2,Limpet,1
North Beach LOW 2016 2,Lithothamnion phymatodeum,2
North Beach LOW 2016 2,Melobesia sp.,1
North Beach LOW 2016 2,Mopalia sp.,1
North Beach LOW 2016 2,Petrocelis,1
North Beach LOW 2016 2,Peyssonnelia sp.,4
North Beach LOW 2016 2,Phyllospadix scouleri,80
North Beach LOW 2016 2,Salishia firma,1
North Beach LOW 2016 2,Tonicella sp.,2
North Beach LOW 2016 3,Alaria marginata,3
North Beach LOW 2016 3,bare rock,1
North Beach LOW 2016 3,Bossiella dichotoma,1
North Beach LOW 2016 3,Bossiella frondifera,2
North Beach LOW 2016 3,Bossiella hakaiensis,1
North Beach LOW 2016 3,Bossiella sp. (crust),3
North Beach LOW 2016 3,Calliarthron tuberculosum,6
North Beach LOW 2016 3,Clam,1
North Beach LOW 2016 3,Codium setchellii,2
North Beach LOW 2016 3,coralline crust,1
North Beach LOW 2016 3,Costaria costata,2
North Beach LOW 2016 3,Crab,5
North Beach LOW 2016 3,Desmarestia ligulata,4
North Beach LOW 2016 3,Fauchea sp.,0.5
North Beach LOW 2016 3,Fucus distichus,1
North Beach LOW 2016 3,Hildenbrandia rubra,12
North Beach LOW 2016 3,Johansenia macmillanii,4
North Beach LOW 2016 3,Laminaria setchellii,1
North Beach LOW 2016 3,Lithothamnion phymatodeum,2
North Beach LOW 2016 3,Melobesia sp.,5
North Beach LOW 2016 3,Nereocystis luetkeana,3
North Beach LOW 2016 3,Peyssonnelia sp.,5
North Beach LOW 2016 3,Phyllospadix scouleri,98
North Beach LOW 2016 3,Pterygophora californica,8
North Beach LOW 2016 3,Salishia firma,1
North Beach LOW 2016 3,Snail,5
North Beach LOW 2016 4,bare rock,3
North Beach LOW 2016 4,Bossiella flexulosa,15
North Beach LOW 2016 4,Bossiella frondescens,5
North Beach LOW 2016 4,Bossiella frondifera,21
North Beach LOW 2016 4,Callithamnion pikeanum,1
North Beach LOW 2016 4,Codium setchellii,3
North Beach LOW 2016 4,Corallina sp.,7
North Beach LOW 2016 4,Corallina vancouveriensis,14
North Beach LOW 2016 4,Desmarestia ligulata,4
North Beach LOW 2016 4,Hedophyllum sessile,93
North Beach LOW 2016 4,Hildenbrandia occidentalis,2
North Beach LOW 2016 4,Laminaria setchellii,1
North Beach LOW 2016 4,Lithothamnion phymatodeum,2
North Beach LOW 2016 4,Mazzaella oregona,3
North Beach LOW 2016 4,Mazzaella splendens,0.5
North Beach LOW 2016 4,Microcladia borealis,0.5
North Beach LOW 2016 4,Neopolyporolithon reclinatum,2
North Beach LOW 2016 4,Polyneura latissima,2
North Beach LOW 2016 4,Salishia firma,1
North Beach LOW 2016 5,Alaria marginata,10
North Beach LOW 2016 5,bare rock,6
North Beach LOW 2016 5,Bossiella frondifera,14
North Beach LOW 2016 5,Bossiella manzae,4
North Beach LOW 2016 5,Bossiella pseudodichotoma,1
North Beach LOW 2016 5,Bossiella reptans,8
North Beach LOW 2016 5,Callithamnion pikeanum,2
North Beach LOW 2016 5,Corallina vancouveriensis,7
North Beach LOW 2016 5,coralline crust,5
North Beach LOW 2016 5,Ectocarpus commensalis,2
North Beach LOW 2016 5,Egregia menziesii,2
North Beach LOW 2016 5,Hedophyllum sessile,82
North Beach LOW 2016 5,Hildenbrandia rubra,1
North Beach LOW 2016 5,Hymenena sp.,10
North Beach LOW 2016 5,Mazzaella splendens,12
North Beach LOW 2016 5,Odonthalia floccosa,15
North Beach LOW 2016 5,Pododesmus sp.,1
North Beach LOW 2016 5,Salishia firma,1
North Beach LOW 2016 6,bare rock,10
North Beach LOW 2016 6,Bossiella frondescens,6
North Beach LOW 2016 6,Bossiella frondifera,4
North Beach LOW 2016 6,Brown crust,4
North Beach LOW 2016 6,Callithamnion pikeanum,2
North Beach LOW 2016 6,Chamberlainium tumidum,12
North Beach LOW 2016 6,Corallina vancouveriensis,12
North Beach LOW 2016 6,coralline crust,9
North Beach LOW 2016 6,Hedophyllum sessile,52
North Beach LOW 2016 6,Hildenbrandia occidentalis,0.5
North Beach LOW 2016 6,Hildenbrandia rubra,3
North Beach LOW 2016 6,Hymenena sp.,3
North Beach LOW 2016 6,Katharina tunicata,1
North Beach LOW 2016 6,Mazzaella oregona,1
North Beach LOW 2016 6,Mazzaella splendens,22
North Beach LOW 2016 6,Odonthalia floccosa,2
North Beach LOW 2016 6,Onchidella sp.,1
North Beach LOW 2016 6,Petrocelis,0.5
North Beach LOW 2016 6,Plocamium violaceum,22
North Beach LOW 2016 6,Polyneura latissima,6
North Beach LOW 2016 6,Tonicella sp.,1
North Beach LOW 2016 7,bare rock,12
North Beach LOW 2016 7,Bossiella frondescens,6
North Beach LOW 2016 7,Bossiella frondifera,11
North Beach LOW 2016 7,Callithamnion pikeanum,6
North Beach LOW 2016 7,Chamberlainium tumidum,6
North Beach LOW 2016 7,Codium fragile,1
North Beach LOW 2016 7,Corallina arbuscula,1
North Beach LOW 2016 7,Corallina sp.,1
North Beach LOW 2016 7,Corallina vancouveriensis,14
North Beach LOW 2016 7,Endocladia muricata,6
North Beach LOW 2016 7,Fucus distichus,0.5
North Beach LOW 2016 7,Halosaccion glandiforme,0.5
North Beach LOW 2016 7,Hedophyllum sessile,17
North Beach LOW 2016 7,Hildenbrandia occidentalis,4
North Beach LOW 2016 7,Hildenbrandia rubra,3
North Beach LOW 2016 7,Lithophyllum sp. 2,0.5
North Beach LOW 2016 7,Mazzaella oregona,1
North Beach LOW 2016 7,Neopolyporolithon reclinatum,2
North Beach LOW 2016 7,Petrocelis,0.5
North Beach LOW 2016 7,Peyssonnelia sp.,1
North Beach LOW 2016 7,Plocamium violaceum,18
North Beach LOW 2016 7,Polyneura latissima,2
North Beach LOW 2016 7,Pyropia perforata,0.5
North Beach LOW 2016 7,Ralfsioid,1.5
North Beach LOW 2016 7,Ulva sp.,0.5
North Beach LOW 2016 8,Alaria marginata,64
North Beach LOW 2016 8,bare rock,3
North Beach LOW 2016 8,Bossiella frondescens,2
North Beach LOW 2016 8,Bossiella frondifera,8
North Beach LOW 2016 8,Bossiella pseudodichotoma,0.5
North Beach LOW 2016 8,Bossiella sp. (crust),1
North Beach LOW 2016 8,Callithamnion pikeanum,4
North Beach LOW 2016 8,Codium setchellii,0.5
North Beach LOW 2016 8,Corallina vancouveriensis,6
North Beach LOW 2016 8,Hedophyllum sessile,33
North Beach LOW 2016 8,Hildenbrandia occidentalis,7
North Beach LOW 2016 8,Hildenbrandia rubra,2
North Beach LOW 2016 8,Lithophyllum sp. 2,0.5
North Beach LOW 2016 8,Mazzaella splendens,1
North Beach LOW 2016 8,Odonthalia floccosa,11
North Beach LOW 2016 8,Polyneura latissima,14
North Beach LOW 2016 9,Alaria marginata,18
North Beach LOW 2016 9,bare rock,8
North Beach LOW 2016 9,Bossiella frondescens,2
North Beach LOW 2016 9,Bossiella frondifera,1
North Beach LOW 2016 9,Chamberlainium tumidum,15
North Beach LOW 2016 9,Corallina vancouveriensis,12
North Beach LOW 2016 9,Halosaccion glandiforme,0.5
North Beach LOW 2016 9,Hildenbrandia occidentalis,52
North Beach LOW 2016 9,Hildenbrandia rubra,1
North Beach LOW 2016 9,Mastocarpus agardhii,0.5
North Beach LOW 2016 9,Mazzaella oregona,3
North Beach LOW 2016 9,Petrocelis,2
North Beach LOW 2016 9,Plocamium violaceum,6
North Beach LOW 2016 9,Polyneura latissima,0.5
North Beach LOW 2017 1,Alaria marginata,1
North Beach LOW 2017 1,bare rock,3
North Beach LOW 2017 1,Bossiella californica,0.5
North Beach LOW 2017 1,Bossiella frondescens,2
North Beach LOW 2017 1,Bossiella frondifera,6
North Beach LOW 2017 1,Bossiella sp. (crust),0.5
North Beach LOW 2017 1,Calliarthron tuberculosum,7
North Beach LOW 2017 1,Callithamnion pikeanum,3
North Beach LOW 2017 1,Chamberlainium tumidum,6
North Beach LOW 2017 1,Chiharaea rhododactyla,0.5
North Beach LOW 2017 1,Crusticorallina muricata,7
North Beach LOW 2017 1,Hedophyllum sessile,20
North Beach LOW 2017 1,Hildenbrandia occidentalis,6
North Beach LOW 2017 1,Hildenbrandia rubra,14
North Beach LOW 2017 1,Johansenia macmillanii,2
North Beach LOW 2017 1,Katharina tunicata,3
North Beach LOW 2017 1,Leathesia marina,0.5
North Beach LOW 2017 1,Lithophyllum sp. 2,5
North Beach LOW 2017 1,Lithothamnion phymatodeum,8
North Beach LOW 2017 1,Mastocarpus agardhii,0.5
North Beach LOW 2017 1,Microcladia borealis,2
North Beach LOW 2017 1,Odonthalia floccosa,16
North Beach LOW 2017 1,Petrocelis,7
North Beach LOW 2017 1,Pisaster ochraceus,2
North Beach LOW 2017 1,Plocamium violaceum,1
North Beach LOW 2017 1,Pyropia abbottiae,5
North Beach LOW 2017 1,Schizymenia pacifica,1
North Beach LOW 2017 10,Acrosiphonia arcta,1
North Beach LOW 2017 10,bare rock,15
North Beach LOW 2017 10,Callithamnion pikeanum,3
North Beach LOW 2017 10,Ceramium pacificum,8
North Beach LOW 2017 10,Chamberlainium tumidum,14
North Beach LOW 2017 10,Colpomenia bullosa,18
North Beach LOW 2017 10,Corallina vancouveriensis,4
North Beach LOW 2017 10,Cryptosiphonia woodii,1.5
North Beach LOW 2017 10,Halosaccion glandiforme,1
North Beach LOW 2017 10,Hedophyllum nigripes,0.5
North Beach LOW 2017 10,Hildenbrandia occidentalis,1
North Beach LOW 2017 10,Hildenbrandia rubra,0.5
North Beach LOW 2017 10,Hymenena sp.,1
North Beach LOW 2017 10,Leathesia marina,6
North Beach LOW 2017 10,Mastocarpus agardhii,0.5
North Beach LOW 2017 10,Mazzaella oregona,3
North Beach LOW 2017 10,Microcladia borealis,6
North Beach LOW 2017 10,Plocamium violaceum,11
North Beach LOW 2017 10,Pyropia abbottiae,29
North Beach LOW 2017 10,Pyropia perforata,1.5
North Beach LOW 2017 10,Ulva lactuca,3
North Beach LOW 2017 2,Ahnfeltia fastigiata,0.5
North Beach LOW 2017 2,Alaria marginata,0.5
North Beach LOW 2017 2,bare rock,7
North Beach LOW 2017 2,Bossiella californica,1
North Beach LOW 2017 2,Bossiella frondifera,6
North Beach LOW 2017 2,Bossiella hakaiensis,0.5
North Beach LOW 2017 2,Bossiella reptans,8
North Beach LOW 2017 2,Bossiella sp.5 chiloensis,0.5
North Beach LOW 2017 2,Chamberlainium tumidum,1
North Beach LOW 2017 2,Chiharaea rhododactyla,1
North Beach LOW 2017 2,Chiharaea silvae,3
North Beach LOW 2017 2,Codium fragile,4
North Beach LOW 2017 2,Codium setchellii,4
North Beach LOW 2017 2,Corallina sp.1 frondescens,3
North Beach LOW 2017 2,Corallina vancouveriensis,12
North Beach LOW 2017 2,coralline crust,10
North Beach LOW 2017 2,Dermasterias,1
North Beach LOW 2017 2,Hedophyllum sessile,85
North Beach LOW 2017 2,Hildenbrandia rubra,7
North Beach LOW 2017 2,Hymenena sp.,0.5
North Beach LOW 2017 2,Katharina tunicata,4
North Beach LOW 2017 2,Lithophyllum sp. 2,2
North Beach LOW 2017 2,Lithothamnion phymatodeum,4
North Beach LOW 2017 2,Neopolyporolithon reclinatum,6
North Beach LOW 2017 2,Petrocelis,0.5
North Beach LOW 2017 2,Peyssonnelia sp.,5
North Beach LOW 2017 2,Phyllospadix scouleri,1
North Beach LOW 2017 2,Ralfsioid,0.5
North Beach LOW 2017 2,Schizymenia pacifica,0.5
North Beach LOW 2017 2,Smithora naiadum,0.5
North Beach LOW 2017 2,Snail,3
North Beach LOW 2017 2,Tonicella sp.,3
North Beach LOW 2017 2,Tube worms,1
North Beach LOW 2017 2,Ulva lactuca,0.5
North Beach LOW 2017 2,Unknown crust,6
North Beach LOW 2017 3,Alaria marginata,4
North Beach LOW 2017 3,Antithamnionella pacifica,0.5
North Beach LOW 2017 3,bare rock,4
North Beach LOW 2017 3,Bossiella frondifera,7
North Beach LOW 2017 3,Bossiella hakaiensis,3
North Beach LOW 2017 3,Bossiella reptans,2
North Beach LOW 2017 3,Bossiella sp. (crust),6
North Beach LOW 2017 3,Bossiella sp.5 chiloensis,2
North Beach LOW 2017 3,Callithamnion pikeanum,0.5
North Beach LOW 2017 3,Chiharaea rhododactyla,0.5
North Beach LOW 2017 3,Chiharaea silvae,1
North Beach LOW 2017 3,Corallina sp.1 frondescens,2
North Beach LOW 2017 3,Corallina vancouveriensis,42
North Beach LOW 2017 3,Ectocarpus commensalis,0.5
North Beach LOW 2017 3,Hedophyllum sessile,84
North Beach LOW 2017 3,Hildenbrandia occidentalis,2
North Beach LOW 2017 3,Hildenbrandia rubra,0.5
North Beach LOW 2017 3,Laminaria setchellii,0.5
North Beach LOW 2017 3,Leathesia marina,0.5
North Beach LOW 2017 3,Lithophyllum sp. 2,1
North Beach LOW 2017 3,Neopolyporolithon reclinatum,16
North Beach LOW 2017 3,Petrocelis,1
North Beach LOW 2017 3,Peyssonnelia sp.,0.5
North Beach LOW 2017 3,Polyneura latissima,1
North Beach LOW 2017 3,Prionitis sternbergii,0.5
North Beach LOW 2017 3,Ralfsioid,0.5
North Beach LOW 2017 4,bare rock,6
North Beach LOW 2017 4,Bossiella frondifera,6
North Beach LOW 2017 4,Bossiella hakaiensis,2
North Beach LOW 2017 4,Bossiella pseudodichotoma,1
North Beach LOW 2017 4,Bossiella sp. (crust),3
North Beach LOW 2017 4,Chiharaea silvae,2.5
North Beach LOW 2017 4,Corallina sp.1 frondescens,17
North Beach LOW 2017 4,Corallina vancouveriensis,16
North Beach LOW 2017 4,Hedophyllum sessile,77
North Beach LOW 2017 4,Hildenbrandia occidentalis,0.5
North Beach LOW 2017 4,Hildenbrandia rubra,1
North Beach LOW 2017 4,Hymenena sp.,0.5
North Beach LOW 2017 4,Lithophyllum sp. 2,2
North Beach LOW 2017 4,Lithothamnion phymatodeum,3
North Beach LOW 2017 4,Neopolyporolithon reclinatum,1
North Beach LOW 2017 4,Odonthalia floccosa,1
North Beach LOW 2017 4,Petrocelis,5
North Beach LOW 2017 4,Phyllospadix scouleri,25
North Beach LOW 2017 5,bare rock,8
North Beach LOW 2017 5,Bossiella dichotoma,1
North Beach LOW 2017 5,Bossiella frondifera,2
North Beach LOW 2017 5,Bossiella hakaiensis,4
North Beach LOW 2017 5,Bossiella reptans,13
North Beach LOW 2017 5,Bossiella sp.5 chiloensis,1
North Beach LOW 2017 5,Callithamnion pikeanum,0.5
North Beach LOW 2017 5,Chiharaea silvae,6
North Beach LOW 2017 5,Codium setchellii,1
North Beach LOW 2017 5,Corallina sp.1 frondescens,3
North Beach LOW 2017 5,Corallina vancouveriensis,4
North Beach LOW 2017 5,coralline crust,7
North Beach LOW 2017 5,Ectocarpus commensalis,0.5
North Beach LOW 2017 5,Halosaccion glandiforme,0.5
North Beach LOW 2017 5,Hedophyllum sessile,80
North Beach LOW 2017 5,Hildenbrandia rubra,3
North Beach LOW 2017 5,Hymenena sp.,4
North Beach LOW 2017 5,Leathesia marina,0.5
North Beach LOW 2017 5,Lithophyllum sp. 2,0.5
North Beach LOW 2017 5,Lithothamnion phymatodeum,0.5
North Beach LOW 2017 5,Mazzaella oregona,0.5
North Beach LOW 2017 5,Neopolyporolithon reclinatum,7
North Beach LOW 2017 5,Petrocelis,0.5
North Beach LOW 2017 5,Peyssonnelia sp.,0.5
North Beach LOW 2017 5,Phyllospadix scouleri,42
North Beach LOW 2017 5,Plocamium violaceum,0.5
North Beach LOW 2017 5,Pyropia gardneri,1
North Beach LOW 2017 5,Schizymenia pacifica,0.5
North Beach LOW 2017 5,Smithora naiadum,1
North Beach LOW 2017 5,Tonicella sp.,1
North Beach LOW 2017 5,Tube worms,0.5
North Beach LOW 2017 5,Unknown crust,2
North Beach LOW 2017 6,bare rock,1
North Beach LOW 2017 6,Bossiella californica,0.5
North Beach LOW 2017 6,Bossiella frondescens,5
North Beach LOW 2017 6,Bossiella frondifera,8
North Beach LOW 2017 6,Chiharaea rhododactyla,0.5
North Beach LOW 2017 6,Codium setchellii,1
North Beach LOW 2017 6,Corallina sp.1 frondescens,6
North Beach LOW 2017 6,Corallina vancouveriensis,6
North Beach LOW 2017 6,Cryptochiton,1
North Beach LOW 2017 6,Hedophyllum sessile,97
North Beach LOW 2017 6,Hildenbrandia occidentalis,6
North Beach LOW 2017 6,Hildenbrandia rubra,2
North Beach LOW 2017 6,Hymenena sp.,1
North Beach LOW 2017 6,Katharina tunicata,7
North Beach LOW 2017 6,Lithophyllum sp. 1,0.5
North Beach LOW 2017 6,Lithothamnion phymatodeum,3
North Beach LOW 2017 6,Mazzaella splendens,1
North Beach LOW 2017 6,Neopolyporolithon reclinatum,2
North Beach LOW 2017 6,Petrocelis,0.5
North Beach LOW 2017 7,Alaria marginata,1
North Beach LOW 2017 7,bare rock,5
North Beach LOW 2017 7,Bossiella frondifera,5.5
North Beach LOW 2017 7,Bossiella hakaiensis,4
North Beach LOW 2017 7,Callithamnion pikeanum,0.5
North Beach LOW 2017 7,Chiharaea rhododactyla,0.5
North Beach LOW 2017 7,Corallina sp.1 frondescens,1
North Beach LOW 2017 7,Corallina vancouveriensis,19
North Beach LOW 2017 7,Hedophyllum sessile,96
North Beach LOW 2017 7,Hildenbrandia occidentalis,0.5
North Beach LOW 2017 7,Hildenbrandia rubra,5
North Beach LOW 2017 7,Hymenena sp.,10
North Beach LOW 2017 7,Lithophyllum sp. 2,0.5
North Beach LOW 2017 7,Odonthalia floccosa,11
North Beach LOW 2017 7,Petrocelis,3
North Beach LOW 2017 7,Schizymenia pacifica,1
North Beach LOW 2017 8,Acrosiphonia arcta,5
North Beach LOW 2017 8,Acrosiphonia coalita,1
North Beach LOW 2017 8,Alaria marginata,6
North Beach LOW 2017 8,bare rock,16
North Beach LOW 2017 8,Barnacle,0.5
North Beach LOW 2017 8,Bossiella frondescens,11
North Beach LOW 2017 8,Callithamnion pikeanum,2
North Beach LOW 2017 8,Chamberlainium tumidum,3
North Beach LOW 2017 8,Colpomenia bullosa,1
North Beach LOW 2017 8,Corallina vancouveriensis,2
North Beach LOW 2017 8,coralline crust,2
North Beach LOW 2017 8,Cryptosiphonia woodii,0.5
North Beach LOW 2017 8,Endocladia muricata,5
North Beach LOW 2017 8,Fucus distichus,0.5
North Beach LOW 2017 8,Halosaccion glandiforme,0.5
North Beach LOW 2017 8,Hedophyllum sessile,5
North Beach LOW 2017 8,Hildenbrandia occidentalis,1
North Beach LOW 2017 8,Hildenbrandia rubra,6
North Beach LOW 2017 8,Katharina tunicata,3
North Beach LOW 2017 8,Leathesia marina,1
North Beach LOW 2017 8,Limpet,2
North Beach LOW 2017 8,Lithophyllum sp. 2,0.5
North Beach LOW 2017 8,Mastocarpus agardhii,1
North Beach LOW 2017 8,Mastocarpus alaskensis,1
North Beach LOW 2017 8,Mazzaella oregona,4
North Beach LOW 2017 8,Microcladia borealis,2
North Beach LOW 2017 8,Petrocelis,3
North Beach LOW 2017 8,Plocamium violaceum,27
North Beach LOW 2017 8,Pyropia abbottiae,4
North Beach LOW 2017 8,Ralfsioid,0.5
North Beach LOW 2017 8,Scytosiphon lomentaria,0.5
North Beach LOW 2017 8,Tokidadendron bullatum,2
North Beach LOW 2017 8,Unknown crust,2
North Beach LOW 2017 9,Acrosiphonia arcta,0.5
North Beach LOW 2017 9,Analipus japonicus,2
North Beach LOW 2017 9,bare rock,21
North Beach LOW 2017 9,Bossiella frondescens,2
North Beach LOW 2017 9,Bossiella frondifera,1
North Beach LOW 2017 9,Callithamnion pikeanum,1
North Beach LOW 2017 9,Chamberlainium tumidum,8
North Beach LOW 2017 9,Colpomenia bullosa,2
North Beach LOW 2017 9,Corallina vancouveriensis,5
North Beach LOW 2017 9,Fucus distichus,0.5
North Beach LOW 2017 9,Hildenbrandia occidentalis,2
North Beach LOW 2017 9,Hildenbrandia rubra,22
North Beach LOW 2017 9,Leathesia marina,1
North Beach LOW 2017 9,Mastocarpus agardhii,1
North Beach LOW 2017 9,Mastocarpus latissimus,0.5
North Beach LOW 2017 9,Mazzaella oregona,5
North Beach LOW 2017 9,Microcladia borealis,2
North Beach LOW 2017 9,Petrocelis,8
North Beach LOW 2017 9,Plocamium violaceum,33
North Beach LOW 2017 9,Scytosiphon lomentaria,0.5
North Beach LOW 2017 9,Ulva lactuca,0.5
North Beach LOW 2018 1,bare rock,5
North Beach LOW 2018 1,Bossiella exarticulata,12
North Beach LOW 2018 1,Bossiella frondescens,6
North Beach LOW 2018 1,Bossiella frondifera,15
North Beach LOW 2018 1,Bossiella hakaiensis,1
North Beach LOW 2018 1,Bossiella reptans,10
North Beach LOW 2018 1,Chamberlainium tumidum,1
North Beach LOW 2018 1,Codium setchellii,1
North Beach LOW 2018 1,Corallina vancouveriensis,31
North Beach LOW 2018 1,coralline crust,14
North Beach LOW 2018 1,Cottoidea,1
North Beach LOW 2018 1,Dermasterias,1
North Beach LOW 2018 1,Ectocarpus commensalis,2
North Beach LOW 2018 1,Hedophyllum sessile,96
North Beach LOW 2018 1,Hildenbrandia occidentalis,1
North Beach LOW 2018 1,Hildenbrandia rubra,13
North Beach LOW 2018 1,Katharina tunicata,9
North Beach LOW 2018 1,Lithophyllum sp. 1,13
North Beach LOW 2018 1,Lithothamnion phymatodeum,5
North Beach LOW 2018 1,Neopolyporolithon reclinatum,1
North Beach LOW 2018 1,Ralfsioid,1
North Beach LOW 2018 1,Strongylocentrotus purpuratus,1
North Beach LOW 2018 1,Tonicella sp.,3
North Beach LOW 2018 10,Acrosiphonia arcta,0.5
North Beach LOW 2018 10,Alaria marginata,42
North Beach LOW 2018 10,bare rock,32
North Beach LOW 2018 10,Bossiella frondescens,11
North Beach LOW 2018 10,Callithamnion pikeanum,1
North Beach LOW 2018 10,Chamberlainium tumidum,30
North Beach LOW 2018 10,Corallina vancouveriensis,0.5
North Beach LOW 2018 10,Cryptosiphonia woodii,1
North Beach LOW 2018 10,Farlowia mollis,1
North Beach LOW 2018 10,Fucus distichus,7
North Beach LOW 2018 10,Halosaccion glandiforme,1
North Beach LOW 2018 10,Hildenbrandia occidentalis,0.5
North Beach LOW 2018 10,Hildenbrandia rubra,0.5
North Beach LOW 2018 10,Hymenena sp.,5
North Beach LOW 2018 10,Katharina tunicata,3
North Beach LOW 2018 10,Leathesia marina,0.5
North Beach LOW 2018 10,Limpet,10
North Beach LOW 2018 10,Microcladia borealis,3
North Beach LOW 2018 10,Nemertea,1
North Beach LOW 2018 10,Odonthalia floccosa,1
North Beach LOW 2018 10,Pagarus sp.,2
