"UID","Taxon","Abundance"
"North Beach HIGH 2019 7","Halosaccion glandiforme","6"
"North Beach HIGH 2019 7","Hildenbrandia rubra (thin)","5"
"North Beach HIGH 2019 7","Hildenbrandia sp.","45"
"North Beach HIGH 2019 7","Lithophyllum sp.1","1"
"North Beach HIGH 2019 7","Mastocarpus alaskensis","5"
"North Beach HIGH 2019 7","Polyostea robusta","1"
"North Beach HIGH 2019 7","Pyropia fucicola","2"
"North Beach HIGH 2019 7","Spongites tumidum","7"
"North Beach HIGH 2019 7","Ulva lactuca","9"
"North Beach HIGH 2019 7","Wildmania norrisii","8"
"North Beach HIGH 2019 7","Barnacle sp. (%)","5"
"North Beach HIGH 2019 7","Anemone (%)","3"
"North Beach HIGH 2019 7","Limpets (#)","6"
"North Beach HIGH 2019 7","Katharina (#)","1"
"North Beach HIGH 2019 8","BARE ROCK / SUBSTRATE (%)","14"
"North Beach HIGH 2019 8","Fucus distichus","3"
"North Beach HIGH 2019 8","Gloiopeltis furcata (including base only)","tr"
"North Beach HIGH 2019 8","Hildenbrandia occidentalis (thick)","18"
"North Beach HIGH 2019 8","Mastocarpus intermedius","1"
"North Beach HIGH 2019 8","Pyropia abbottiae","tr"
"North Beach HIGH 2019 8","Wildmania norrisii","tr"
"North Beach HIGH 2019 8","Barnacle sp. (%)","65"
"North Beach HIGH 2019 8","Limpets (#)","17"
"North Beach HIGH 2019 8","Mussel %","tr"
"North Beach HIGH 2019 9","BARE ROCK / SUBSTRATE (%)","6"
"North Beach HIGH 2019 9","Fucus distichus","2"
"North Beach HIGH 2019 9","Hildenbrandia occidentalis (thick)","19"
"North Beach HIGH 2019 9","Pyropia abbottiae","tr"
"North Beach HIGH 2019 9","Barnacle sp. (%)","74"
"North Beach HIGH 2019 9","Limpets (#)","41"
"North Beach HIGH 2019 9","Mussel %","1"
"North Beach HIGH 2019 10","Fucus distichus","97"
"North Beach HIGH 2019 10","Hildenbrandia occidentalis (thick)","92"
"North Beach HIGH 2019 10","Mastocarpus alaskensis","1"
"North Beach HIGH 2019 10","Petrocelis","1"
"North Beach HIGH 2019 10","Pyropia abbottiae","2"
"North Beach HIGH 2019 10","Pyropia fucicola","6"
"North Beach HIGH 2019 10","Barnacle sp. (%)","tr"
"North Beach HIGH 2019 10","Katharina (#)","2"
"North Beach HIGH 2019 10","Katharina (%)","1"
"North Beach HIGH 2019 10","Pisaster (#)","2"
"Fifth Beach HIGH 2019 1","BARE ROCK / SUBSTRATE (%)","13"
"Fifth Beach HIGH 2019 1","Endocladia muricata","0.5"
"Fifth Beach HIGH 2019 1","Fucus distichus","2"
"Fifth Beach HIGH 2019 1","Gloiopeltis furcata (including base only)","0.5"
"Fifth Beach HIGH 2019 1","Hildenbrandia occidentalis (thick)","4"
"Fifth Beach HIGH 2019 1","Hildenbrandia rubra (thin)","1"
"Fifth Beach HIGH 2019 1","Mastocarpus alaskensis","0.5"
"Fifth Beach HIGH 2019 1","Petrocelis","0.5"
"Fifth Beach HIGH 2019 1","Pyropia abbottiae","0.5"
"Fifth Beach HIGH 2019 1","Pyropia fucicola","0.5"
"Fifth Beach HIGH 2019 1","Wildmania norrisii","0.5"
"Fifth Beach HIGH 2019 1","Mytillus sp. (%)","8"
"Fifth Beach HIGH 2019 1","Barnacle sp. (%)","73"
"Fifth Beach HIGH 2019 1","Limpets (#)","60"
"Fifth Beach HIGH 2019 1","Littorine snails (#)","150"
"Fifth Beach HIGH 2019 2","BARE ROCK / SUBSTRATE (%)","4"
"Fifth Beach HIGH 2019 2","Acrosiphonia arcta","2"
"Fifth Beach HIGH 2019 2","Callithamnion pikeanum","1"
"Fifth Beach HIGH 2019 2","Endocladia muricata","tr"
"Fifth Beach HIGH 2019 2","Fucus distichus","20"
"Fifth Beach HIGH 2019 2","Halosaccion glandiforme","tr"
"Fifth Beach HIGH 2019 2","Hildenbrandia occidentalis (thick)","tr"
"Fifth Beach HIGH 2019 2","Hildenbrandia rubra (thin)","2"
"Fifth Beach HIGH 2019 2","Melanosiphon intestinalis","tr"
"Fifth Beach HIGH 2019 2","Microcladia borealis","1"
"Fifth Beach HIGH 2019 2","Polysiphonia brodiei","1"
"Fifth Beach HIGH 2019 2","Pyropia fucicola","10"
"Fifth Beach HIGH 2019 2","Ulva lactuca","1"
"Fifth Beach HIGH 2019 2","Mytillus sp. (%)","65"
"Fifth Beach HIGH 2019 2","Barnacle sp. (%)","3"
"Fifth Beach HIGH 2019 2","Limpets (#)","2"
"Fifth Beach HIGH 2019 2","Littorine snails (#)","25"
"Fifth Beach HIGH 2019 2","Snail, Sp.","12"
"Fifth Beach HIGH 2019 3","BARE ROCK / SUBSTRATE (%)","3"
"Fifth Beach HIGH 2019 3","Acrosiphonia arcta","1"
"Fifth Beach HIGH 2019 3","Cryptosiphonia woodii","0.5"
"Fifth Beach HIGH 2019 3","Endocladia muricata","3"
"Fifth Beach HIGH 2019 3","Fucus distichus","15"
"Fifth Beach HIGH 2019 3","Hildenbrandia occidentalis (thick)","5"
"Fifth Beach HIGH 2019 3","Petrocelis","0.5"
"Fifth Beach HIGH 2019 3","Pyropia abbottiae","7"
"Fifth Beach HIGH 2019 3","Pyropia perforata","4"
"Fifth Beach HIGH 2019 3","Ulva lactuca","1"
"Fifth Beach HIGH 2019 3","Mytillus sp. (%)","39"
"Fifth Beach HIGH 2019 3","Barnacle sp. (%)","6"
"Fifth Beach HIGH 2019 3","Limpets (#)","13"
"Fifth Beach HIGH 2019 3","Littorine snails (#)","7"
"Fifth Beach HIGH 2019 3","Nucella (#)","9"
"Fifth Beach HIGH 2019 3","Nucella eggs","1"
"Fifth Beach HIGH 2019 4","BARE ROCK / SUBSTRATE (%)","35"
"Fifth Beach HIGH 2019 4","CORALLINE (%)","1"
"Fifth Beach HIGH 2019 4","Cladophora columbiana","0.5"
"Fifth Beach HIGH 2019 4","Endocladia muricata","8"
"Fifth Beach HIGH 2019 4","Fucus distichus","38"
"Fifth Beach HIGH 2019 4","Halosaccion glandiforme","0.5"
"Fifth Beach HIGH 2019 4","Hildenbrandia occidentalis (thick)","2"
"Fifth Beach HIGH 2019 4","Hildenbrandia rubra (thin)","2"
"Fifth Beach HIGH 2019 4","Mastocarpus alaskensis","5"
"Fifth Beach HIGH 2019 4","Pyropia abbottiae","3"
"Fifth Beach HIGH 2019 4","Pyropia fucicola","0.5"
"Fifth Beach HIGH 2019 4","Pyropia perforata","9"
"Fifth Beach HIGH 2019 4","Spongites tumidum","1"
"Fifth Beach HIGH 2019 4","Ulva lactuca","1"
"Fifth Beach HIGH 2019 4","Wildmania norrisii","2"
"Fifth Beach HIGH 2019 4","Barnacle sp. (%)","40"
"Fifth Beach HIGH 2019 4","Anemone (%)","1"
"Fifth Beach HIGH 2019 4","Limpets (#)","30"
"Fifth Beach HIGH 2019 4","Littorine snails (#)","95"
"Fifth Beach HIGH 2019 4","hermit crabs (Pagurus sp.)","1"
"Fifth Beach HIGH 2019 5","BARE ROCK / SUBSTRATE (%)","25"
"Fifth Beach HIGH 2019 5","Acrosiphonia arcta","1"
"Fifth Beach HIGH 2019 5","Endocladia muricata","1"
"Fifth Beach HIGH 2019 5","Fucus distichus","15"
"Fifth Beach HIGH 2019 5","Halosaccion glandiforme","0.5"
"Fifth Beach HIGH 2019 5","Hildenbrandia occidentalis (thick)","11"
"Fifth Beach HIGH 2019 5","Hildenbrandia rubra (thin)","2"
"Fifth Beach HIGH 2019 5","Mastocarpus alaskensis","0.5"
"Fifth Beach HIGH 2019 5","Petrocelis","0.5"
"Fifth Beach HIGH 2019 5","Pyropia abbottiae","0.5"
"Fifth Beach HIGH 2019 5","Pyropia fucicola","0.5"
"Fifth Beach HIGH 2019 5","Pyropia perforata","1"
"Fifth Beach HIGH 2019 5","Ulva lactuca","0.5"
"Fifth Beach HIGH 2019 5","Wildmania norrisii","0.5"
"Fifth Beach HIGH 2019 5","Mytillus sp. (%)","14"
"Fifth Beach HIGH 2019 5","Barnacle sp. (%)","50"
"Fifth Beach HIGH 2019 5","Anemone (%)","0.5"
"Fifth Beach HIGH 2019 5","Limpets (#)","40"
"Fifth Beach HIGH 2019 5","Littorine snails (#)","115"
"Fifth Beach HIGH 2019 5","Nucella (#)","15"
"Fifth Beach HIGH 2019 6","BARE ROCK / SUBSTRATE (%)","1"
"Fifth Beach HIGH 2019 6","CORALLINE (%)","10"
"Fifth Beach HIGH 2019 6","Acrosiphonia arcta","3"
"Fifth Beach HIGH 2019 6","Chamberlainium tumidum","9"
"Fifth Beach HIGH 2019 6","Corallina vancouveriensis","1"
"Fifth Beach HIGH 2019 6","Endocladia muricata","8"
"Fifth Beach HIGH 2019 6","Fucus distichus","70"
"Fifth Beach HIGH 2019 6","Halosaccion glandiforme","tr"
"Fifth Beach HIGH 2019 6","Hildenbrandia occidentalis (thick)","92"
"Fifth Beach HIGH 2019 6","Mastocarpus alaskensis","10"
"Fifth Beach HIGH 2019 6","Pyropia abbottiae","5"
"Fifth Beach HIGH 2019 6","Pyropia fucicola","4"
"Fifth Beach HIGH 2019 6","Pyropia perforata","2"
"Fifth Beach HIGH 2019 6","Ulva lactuca","1"
"Fifth Beach HIGH 2019 6","Ulva linza","1"
"Fifth Beach HIGH 2019 6","Barnacle sp. (%)","7"
"Fifth Beach HIGH 2019 6","Anemone (%)","0.5"
"Fifth Beach HIGH 2019 6","Limpets (#)","5"
"Fifth Beach HIGH 2019 6","Pisaster (#)","1"
"Fifth Beach HIGH 2019 7","BARE ROCK / SUBSTRATE (%)","4"
"Fifth Beach HIGH 2019 7","Acrosiphonia arcta","0.5"
"Fifth Beach HIGH 2019 7","Callithamnion pikeanum","tr"
"Fifth Beach HIGH 2019 7","Endocladia muricata","7"
"Fifth Beach HIGH 2019 7","Fucus distichus","0.5"
"Fifth Beach HIGH 2019 7","Hildenbrandia occidentalis (thick)","10"
"Fifth Beach HIGH 2019 7","Hildenbrandia rubra (thin)","tr"
"Fifth Beach HIGH 2019 7","Mastocarpus agardhii","tr"
"Fifth Beach HIGH 2019 7","Mastocarpus alaskensis","tr"
"Fifth Beach HIGH 2019 7","Savoiea robusta","2"
"Fifth Beach HIGH 2019 7","Pyropia abbottiae","27"
"Fifth Beach HIGH 2019 7","Pyropia perforata","3"
"Fifth Beach HIGH 2019 7","Ulva lactuca","tr"
"Fifth Beach HIGH 2019 7","Mytillus sp. (%)","tr"
"Fifth Beach HIGH 2019 7","Barnacle sp. (%)","36"
"Fifth Beach HIGH 2019 7","Limpets (#)","10"
"Fifth Beach HIGH 2019 7","Littorine snails (#)","20"
"Fifth Beach HIGH 2019 7","Pollicipes (%)","1"
"Fifth Beach HIGH 2019 8","BARE ROCK / SUBSTRATE (%)","6"
"Fifth Beach HIGH 2019 8","Acrosiphonia arcta","1"
"Fifth Beach HIGH 2019 8","Endocladia muricata","3"
"Fifth Beach HIGH 2019 8","Fucus distichus","1"
"Fifth Beach HIGH 2019 8","Hildenbrandia occidentalis (thick)","1"
"Fifth Beach HIGH 2019 8","Hildenbrandia rubra (thin)","0.5"
"Fifth Beach HIGH 2019 8","Mazzaella parksii","0.5"
"Fifth Beach HIGH 2019 8","Petrocelis","1"
"Fifth Beach HIGH 2019 8","Polysiphonia hendryi var. hendryi","3"
"Fifth Beach HIGH 2019 8","Pyropia fucicola","0.5"
"Fifth Beach HIGH 2019 8","Wildmania norrisii","4"
"Fifth Beach HIGH 2019 8","Mytillus sp. (%)","59"
"Fifth Beach HIGH 2019 8","Barnacle sp. (%)","33"
"Fifth Beach HIGH 2019 8","Limpets (#)","25"
"Fifth Beach HIGH 2019 8","Littorine snails (#)","40"
"Fifth Beach HIGH 2019 8","Pollicipes (%)","10"
"Fifth Beach HIGH 2019 9","BARE ROCK / SUBSTRATE (%)","4"
"Fifth Beach HIGH 2019 9","Acrosiphonia arcta","tr"
"Fifth Beach HIGH 2019 9","Blidingia minima","tr"
"Fifth Beach HIGH 2019 9","Callithamnion pikeanum","3"
"Fifth Beach HIGH 2019 9","Endocladia muricata","5"
"Fifth Beach HIGH 2019 9","Fucus distichus","1"
"Fifth Beach HIGH 2019 9","Hildenbrandia occidentalis (thick)","1"
"Fifth Beach HIGH 2019 9","Mastocarpus agardhii","tr"
"Fifth Beach HIGH 2019 9","Mazzaella parksii","tr"
"Fifth Beach HIGH 2019 9","Savoiea robusta","1"
"Fifth Beach HIGH 2019 9","Pyropia perforata","3"
"Fifth Beach HIGH 2019 9","Scytosiphon dotyi","tr"
"Fifth Beach HIGH 2019 9","Mytillus sp. (%)","24"
"Fifth Beach HIGH 2019 9","Barnacle sp. (%)","69"
"Fifth Beach HIGH 2019 9","Limpets (#)","200"
"Fifth Beach HIGH 2019 9","Littorine snails (#)","30"
"Fifth Beach HIGH 2019 9","Pollicipes (%)","2"
"Fifth Beach HIGH 2019 10","BARE ROCK / SUBSTRATE (%)","4"
"Fifth Beach HIGH 2019 10","Callithamnion pikeanum","1"
"Fifth Beach HIGH 2019 10","Corallina vancouveriensis","0.5"
"Fifth Beach HIGH 2019 10","Endocladia muricata","2"
"Fifth Beach HIGH 2019 10","Hildenbrandia occidentalis (thick)","1"
"Fifth Beach HIGH 2019 10","Hildenbrandia rubra (thin)","0.5"
"Fifth Beach HIGH 2019 10","Plocamium violaceum","2"
"Fifth Beach HIGH 2019 10","Polysiphonia hendryi var. hendryi","1"
"Fifth Beach HIGH 2019 10","Savoiea robusta","3"
"Fifth Beach HIGH 2019 10","Pyropia perforata","0.5"
"Fifth Beach HIGH 2019 10","Wildmania norrisii","1"
"Fifth Beach HIGH 2019 10","Mytillus sp. (%)","83"
"Fifth Beach HIGH 2019 10","Barnacle sp. (%)","14"
"Fifth Beach HIGH 2019 10","Anemone (%)","0.5"
"Fifth Beach HIGH 2019 10","Limpets (#)","30"
"Fifth Beach HIGH 2019 10","Tunicate/Sponge","0.5"
"Fifth Beach HIGH 2019 10","Tube worms (large) %","0.5"
"Fifth Beach HIGH 2019 10","Pollicipes (%)","20"
"Fifth Beach LOW 2019 1","BARE ROCK / SUBSTRATE (%)","2"
"Fifth Beach LOW 2019 1","CORALLINE (%)","1"
"Fifth Beach LOW 2019 1","Ahnfeltia fastigiata","6"
"Fifth Beach LOW 2019 1","Bossiella frondifera","tr"
"Fifth Beach LOW 2019 1","Callithamnion pikeanum","tr"
"Fifth Beach LOW 2019 1","Codium setchellii","1"
"Fifth Beach LOW 2019 1","Cryptosiphonia woodii","1"
"Fifth Beach LOW 2019 1","Dilsea californica","1"
"Fifth Beach LOW 2019 1","Halosaccion glandiforme","tr"
"Fifth Beach LOW 2019 1","Hildenbrandia occidentalis (thick)","0.5"
"Fifth Beach LOW 2019 1","Hildenbrandia rubra (thin)","2"
"Fifth Beach LOW 2019 1","Hymenena / Cryptopleura sp.","tr"
"Fifth Beach LOW 2019 1","Mazzaella splendens","6"
"Fifth Beach LOW 2019 1","Melobesia mediocris","tr"
"Fifth Beach LOW 2019 1","Neorhodomela larix","10"
"Fifth Beach LOW 2019 1","Phyllospadix scouleri","90"
"Fifth Beach LOW 2019 1","Ptilota filicina (coarse)","30"
"Fifth Beach LOW 2019 1","Ralfsia sp.","tr"
"Fifth Beach LOW 2019 1","Spongites tumidum","0.5"
"Fifth Beach LOW 2019 1","Ulva sp.","tr"
"Fifth Beach LOW 2019 1","hermit crabs (Pagurus sp.)","1"
"Fifth Beach LOW 2019 1","hydroid","tr"
"Fifth Beach LOW 2019 2","BARE ROCK / SUBSTRATE (%)","8"
"Fifth Beach LOW 2019 2","Bossiella frondescens","1"
"Fifth Beach LOW 2019 2","Bossiella frondifera","1"
"Fifth Beach LOW 2019 2","Bossiella mayae/exarticulata","1"
"Fifth Beach LOW 2019 2","Callithamnion pikeanum","5"
"Fifth Beach LOW 2019 2","Ceramium pacificum","tr"
"Fifth Beach LOW 2019 2","Codium fragile","tr"
"Fifth Beach LOW 2019 2","Colpomenia peregrina","1"
"Fifth Beach LOW 2019 2","Corallina vancouveriensis","tr"
"Fifth Beach LOW 2019 2","Crusticorallina muricata","1"
"Fifth Beach LOW 2019 2","Cryptosiphonia woodii","1"
"Fifth Beach LOW 2019 2","Dilsea californica","2"
"Fifth Beach LOW 2019 2","Farlowia mollis","2"
"Fifth Beach LOW 2019 2","Halosaccion glandiforme","tr"
"Fifth Beach LOW 2019 2","Hildenbrandia occidentalis (thick)","1"
"Fifth Beach LOW 2019 2","Cryptopleura multiloba","1"
"Fifth Beach LOW 2019 2","Leathesia marina","1"
"Fifth Beach LOW 2019 2","Lithothamnion phymatodeum","0.5"
"Fifth Beach LOW 2019 2","Mastocarpus intermedius","tr"
"Fifth Beach LOW 2019 2","Mazzaella parvula","0.5"
"Fifth Beach LOW 2019 2","Mazzaella splendens","4"
"Fifth Beach LOW 2019 2","Microcladia borealis","3"
"Fifth Beach LOW 2019 2","Neorhodomela larix","44"
"Fifth Beach LOW 2019 2","Odonthalia floccosa","3"
"Fifth Beach LOW 2019 2","Phyllospadix scouleri","7"
"Fifth Beach LOW 2019 2","Polysiphonia hendryi var. hendryi","tr"
"Fifth Beach LOW 2019 2","Ptilota filicina (coarse)","9"
"Fifth Beach LOW 2019 2","Spongites tumidum","1"
"Fifth Beach LOW 2019 2","Ulva lactuca","1"
"Fifth Beach LOW 2019 2","Barnacle sp. (%)","tr"
"Fifth Beach LOW 2019 2","Limpets (#)","2"
"Fifth Beach LOW 2019 3","BARE ROCK / SUBSTRATE (%)","6"
"Fifth Beach LOW 2019 3","CORALLINE (%)","10"
"Fifth Beach LOW 2019 3","Bossiella frondescens","2"
"Fifth Beach LOW 2019 3","Bossiella mayae/exarticulata","3"
"Fifth Beach LOW 2019 3","Callithamnion pikeanum","1"
"Fifth Beach LOW 2019 3","Colpomenia bullosa","0.5"
"Fifth Beach LOW 2019 3","Corallina vancouveriensis","0.5"
"Fifth Beach LOW 2019 3","Coralline crust, unknown","5"
"Fifth Beach LOW 2019 3","Cryptosiphonia woodii","16"
"Fifth Beach LOW 2019 3","Cumathamnion decipiens","1"
"Fifth Beach LOW 2019 3","Dilsea californica","7"
"Fifth Beach LOW 2019 3","Hildenbrandia occidentalis (thick)","2"
"Fifth Beach LOW 2019 3","Hildenbrandia rubra (thin)","2"
"Fifth Beach LOW 2019 3","Mastocarpus intermedius","1"
"Fifth Beach LOW 2019 3","Mazzaella oregona","3"
"Fifth Beach LOW 2019 3","Mazzaella splendens","39"
"Fifth Beach LOW 2019 3","Microcladia borealis","3"
"Fifth Beach LOW 2019 3","Neorhodomela larix","5"
"Fifth Beach LOW 2019 3","Odonthalia floccosa","3"
"Fifth Beach LOW 2019 3","Phyllospadix scouleri","16"
"Fifth Beach LOW 2019 3","Phyllospadix torreyi","20"
"Fifth Beach LOW 2019 3","Polyneura latissima","5"
"Fifth Beach LOW 2019 3","Ptilota filicina (coarse)","14"
"Fifth Beach LOW 2019 3","Pyropia perforata","1"
"Fifth Beach LOW 2019 3","Unknown black crust","0.5"
"Fifth Beach LOW 2019 3","Anemone (%)","1"
"Fifth Beach LOW 2019 3","Limpets (#)","2"
"Fifth Beach LOW 2019 3","Isopods (#)","1"
"Fifth Beach LOW 2019 3","Tunicate/Sponge","5.5"
"Fifth Beach LOW 2019 3","Mopalia (#)","1"
"Fifth Beach LOW 2019 3","Tube worms (large) %","0.5"
"Fifth Beach LOW 2019 4","BARE ROCK / SUBSTRATE (%)","5"
"Fifth Beach LOW 2019 4","CORALLINE (%)","3"
"Fifth Beach LOW 2019 4","Acrosiphonia arcta","tr"
"Fifth Beach LOW 2019 4","Bossiella frondifera","1"
"Fifth Beach LOW 2019 4","Callithamnion pikeanum","3"
"Fifth Beach LOW 2019 4","Colpomenia bullosa","tr"
"Fifth Beach LOW 2019 4","Corallina vancouveriensis","2"
"Fifth Beach LOW 2019 4","Cryptosiphonia woodii","5"
"Fifth Beach LOW 2019 4","Dilsea californica","4"
"Fifth Beach LOW 2019 4","Endocladia muricata","13"
"Fifth Beach LOW 2019 4","Farlowia mollis","0.5"
"Fifth Beach LOW 2019 4","Halosaccion glandiforme","1"
"Fifth Beach LOW 2019 4","Hildenbrandia occidentalis (thick)","1"
"Fifth Beach LOW 2019 4","Hildenbrandia rubra (thin)","5"
"Fifth Beach LOW 2019 4","Leathesia marina","tr"
"Fifth Beach LOW 2019 4","Mastocarpus agardhii","4"
"Fifth Beach LOW 2019 4","Mazzaella splendens","8"
"Fifth Beach LOW 2019 4","Microcladia borealis","18"
"Fifth Beach LOW 2019 4","Neorhodomela larix","6"
"Fifth Beach LOW 2019 4","Odonthalia floccosa","4"
"Fifth Beach LOW 2019 4","Phyllospadix scouleri","5"
"Fifth Beach LOW 2019 4","Plocamium violaceum","6"
"Fifth Beach LOW 2019 4","Polyneura latissima","2"
"Fifth Beach LOW 2019 4","Polysiphonia hendryi var. luxuriens","2"
"Fifth Beach LOW 2019 4","Ptilota filicina (coarse)","1"
"Fifth Beach LOW 2019 4","Pyropia perforata","10"
"Fifth Beach LOW 2019 4","Tokidadendron bullatum","2"
"Fifth Beach LOW 2019 4","Ulva lactuca","tr"
"Fifth Beach LOW 2019 4","Anemone (%)","0.5"
"Fifth Beach LOW 2019 4","Tonicella (#)","1"
"Fifth Beach LOW 2019 4","Katharina (#)","3"
"Fifth Beach LOW 2019 4","Katharina (%)","3"
"Fifth Beach LOW 2019 5","BARE ROCK / SUBSTRATE (%)","28"
"Fifth Beach LOW 2019 5","CORALLINE (%)","10"
"Fifth Beach LOW 2019 5","Alaria marginata","47"
"Fifth Beach LOW 2019 5","Bossiella frondescens","0.5"
"Fifth Beach LOW 2019 5","Bossiella mayae/exarticulata","1"
"Fifth Beach LOW 2019 5","Callithamnion pikeanum","0.5"
"Fifth Beach LOW 2019 5","Halosaccion glandiforme","0.5"
"Fifth Beach LOW 2019 5","Hildenbrandia occidentalis (thick)","8"
"Fifth Beach LOW 2019 5","Leathesia marina","0.5"
"Fifth Beach LOW 2019 5","Mazzaella splendens","1"
"Fifth Beach LOW 2019 5","Petrocelis","0.5"
"Fifth Beach LOW 2019 5","Plocamium violaceum","14"
"Fifth Beach LOW 2019 5","Polyneura latissima","7"
"Fifth Beach LOW 2019 5","Pterosiphonia bipinnata","1"
"Fifth Beach LOW 2019 5","Pyropia abbottiae","7"
"Fifth Beach LOW 2019 5","Pyropia perforata","2"
"Fifth Beach LOW 2019 5","Spongites tumidum","8"
"Fifth Beach LOW 2019 5","Ulva lactuca","0.5"
"Fifth Beach LOW 2019 5","Anemone (%)","2"
"Fifth Beach LOW 2019 5","Tunicate/Sponge","1"
